uuid,stkcd,date,clpr,clpr_next,label
775,736,20250514,4.27,4.45,up
776,736,20250515,4.45,4.3,down
777,736,20250520,4.6,4.66,up
778,736,20250521,4.66,4.55,down
779,736,20250522,4.55,4.37,down
780,736,20250527,4.43,4.36,down
781,737,20250515,9.13,9.09,down
782,737,20250516,9.09,9.04,down
783,738,20250514,19.31,19.13,down
784,739,20250506,13.99,14.01,up
785,739,20250516,14.04,13.81,down
786,750,20250507,3.88,3.87,down
787,750,20250509,3.82,3.88,up
788,750,20250513,3.86,3.97,up
789,750,20250517,3.84,3.85,up
790,750,20250523,3.75,3.74,down
791,751,20250508,2.94,2.93,down
792,751,20250516,2.95,3.01,up
793,752,20250524,8.55,8.5,down
794,753,20250524,5.27,5.23,down
795,755,20250515,5.04,4.97,down
796,755,20250522,5.05,4.94,down
797,756,20250510,13.86,13.94,up
798,756,20250513,14.02,14.0,down
799,756,20250515,14.23,15.65,up
800,756,20250520,15.9,15.83,down
801,756,20250523,15.73,15.1,down
802,757,20250510,4.34,4.4,up
803,757,20250513,4.5,4.54,up
804,757,20250528,4.49,4.58,up
805,758,20250515,4.85,4.86,up
806,758,20250521,4.88,4.8,down
807,759,20250517,8.39,8.51,up
808,761,20250520,4.27,4.24,down
809,766,20250521,19.7,19.87,up
810,767,20250506,2.85,2.81,down
811,767,20250514,3.35,3.5,up
812,767,20250516,3.33,3.24,down
813,767,20250523,3.02,3.04,up
814,768,20250506,23.47,24.43,up
815,768,20250510,24.24,25.63,up
816,768,20250513,25.09,24.81,down
817,768,20250529,25.08,25.01,down
818,776,20250507,15.8,15.9,up
819,776,20250509,15.77,16.01,up
820,776,20250512,16.01,16.09,up
821,776,20250513,16.09,17.31,up
822,776,20250515,16.93,16.73,down
823,776,20250517,16.73,16.68,down
824,776,20250519,16.68,16.59,down
825,776,20250520,16.59,16.59,up
826,776,20250521,16.59,16.53,down
827,776,20250522,16.53,16.28,down
828,776,20250526,16.3,16.27,down
829,776,20250527,16.27,16.18,down
830,776,20250528,16.18,16.25,up
831,776,20250529,16.25,16.29,up
832,777,20250506,17.59,17.49,down
833,777,20250510,17.38,17.66,up
834,777,20250529,20.64,19.57,down
835,778,20250506,3.43,3.47,up
836,778,20250509,3.45,3.47,up
837,778,20250528,3.46,3.5,up
838,779,20250515,9.42,9.48,up
839,779,20250529,9.32,9.2,down
840,783,20250516,6.67,6.71,up
841,783,20250520,6.69,6.7,up
842,783,20250521,6.7,6.62,down
843,783,20250522,6.62,6.53,down
844,785,20250513,3.44,3.44,up
845,785,20250524,3.28,3.28,up
846,786,20250507,29.06,29.36,up
847,788,20250510,5.72,5.71,down
848,788,20250523,5.86,5.73,down
849,789,20250514,5.45,5.45,up
850,789,20250516,5.43,5.52,up
851,789,20250526,5.42,5.44,up
852,790,20250509,3.71,3.72,up
853,790,20250510,3.71,3.72,up
854,790,20250521,3.81,3.76,down
855,790,20250523,3.72,3.69,down
856,791,20250513,6.71,6.68,down
857,791,20250528,6.3,6.35,up
858,792,20250513,16.11,16.25,up
859,792,20250527,15.93,15.87,down
860,793,20250507,2.68,2.81,up
861,793,20250513,2.75,2.72,down
862,795,20250507,10.76,10.84,up
863,795,20250515,10.89,10.92,up
864,796,20250508,3.82,3.74,down
865,796,20250517,3.8,3.79,down
866,796,20250524,3.62,3.67,up
867,797,20250506,2.71,2.76,up
868,797,20250507,2.76,2.76,up
869,797,20250509,2.72,2.73,up
870,797,20250510,2.72,2.73,up
871,799,20250522,43.09,42.3,down
872,800,20250512,7.3,7.3,up
873,800,20250522,7.33,7.28,down
874,800,20250527,7.15,7.22,up
875,801,20250508,16.03,15.85,down
876,801,20250520,16.2,15.84,down
877,802,20250510,4.37,4.4,up
878,802,20250523,4.37,4.5,up
879,802,20250529,4.61,4.58,down
880,803,20250515,5.47,5.49,up
881,803,20250522,5.65,5.52,down
882,807,20250513,15.51,15.95,up
883,807,20250514,15.95,15.72,down
884,809,20250516,3.17,3.26,up
885,810,20250522,11.66,11.33,down
886,811,20250513,12.66,13.18,up
887,811,20250514,13.18,12.9,down
888,811,20250516,12.77,12.5,down
889,811,20250522,12.09,12.03,down
890,811,20250529,9.81,9.47,down
891,811,20250530,9.47,9.3,down
892,812,20250513,4.49,4.49,up
893,812,20250515,4.51,4.52,up
894,812,20250529,4.58,4.47,down
895,813,20250506,3.15,3.1,down
896,813,20250507,3.1,3.14,up
897,813,20250508,3.14,3.11,down
898,813,20250520,3.28,3.28,up
899,813,20250521,3.28,3.21,down
900,813,20250528,3.24,3.27,up
901,815,20250515,13.27,13.28,up
902,815,20250522,12.76,12.56,down
903,815,20250524,12.56,12.3,down
904,816,20250506,3.12,3.17,up
905,816,20250510,3.12,3.13,up
906,818,20250514,25.04,24.94,down
907,818,20250516,24.92,24.74,down
908,818,20250528,22.36,22.82,up
909,819,20250506,14.45,14.53,up
910,820,20250515,2.4,2.29,down
911,820,20250519,2.4,2.52,up
912,820,20250521,2.65,2.78,up
913,820,20250522,2.78,2.92,up
914,820,20250526,3.02,3.17,up
915,820,20250530,2.8,2.94,up
916,821,20250521,11.26,11.1,down
917,822,20250513,5.49,5.55,up
918,823,20250513,10.12,10.16,up
919,823,20250522,10.09,9.92,down
920,825,20250515,3.61,3.59,down
921,825,20250520,3.63,3.64,up
922,826,20250530,2.44,2.2,down
923,828,20250508,10.53,10.66,up
924,828,20250519,10.44,10.4,down
925,829,20250514,10.16,9.95,down
926,829,20250521,10.18,10.07,down
927,829,20250522,10.07,9.84,down
928,829,20250529,10.11,9.81,down
929,830,20250513,10.92,10.96,up
930,830,20250520,10.85,10.87,up
931,831,20250510,32.71,33.05,up
932,831,20250514,33.32,34.39,up
933,831,20250516,33.9,33.29,down
934,831,20250521,33.21,32.33,down
935,831,20250528,32.94,33.71,up
936,833,20250521,12.04,11.38,down
937,833,20250523,11.39,11.39,up
938,837,20250509,12.86,13.27,up
939,837,20250514,13.23,13.78,up
940,837,20250517,13.5,13.22,down
941,837,20250527,12.3,12.18,down
942,837,20250529,12.29,11.81,down
943,838,20250520,2.48,2.48,up
944,838,20250528,2.55,2.61,up
945,839,20250513,2.65,2.68,up
946,839,20250516,2.63,2.78,up
947,839,20250520,2.76,2.73,down
948,848,20250507,9.65,9.62,down
949,848,20250514,9.54,9.7,up
950,848,20250523,10.54,10.89,up
951,848,20250527,11.05,10.94,down
952,850,20250514,4.24,4.39,up
953,851,20250508,2.29,2.3,up
954,851,20250515,2.39,2.37,down
955,851,20250521,2.41,2.51,up
956,851,20250529,2.53,2.5,down
957,852,20250507,6.35,6.37,up
958,852,20250514,6.3,6.19,down
959,852,20250521,6.31,6.19,down
960,852,20250527,6.17,6.26,up
961,852,20250528,6.26,6.28,up
962,856,20250513,11.69,11.4,down
963,858,20250530,126.44,124.68,down
964,859,20250510,6.78,6.86,up
965,862,20250521,5.86,5.63,down
966,862,20250529,5.61,5.49,down
967,863,20250506,3.65,4.02,up
968,863,20250513,3.92,3.93,up
969,863,20250522,3.68,3.63,down
970,868,20250509,5.79,5.86,up
971,868,20250527,5.73,5.69,down
972,869,20250512,22.81,22.68,down
973,869,20250520,22.83,22.93,up
974,869,20250524,22.57,22.67,up
975,869,20250527,23.66,24.07,up
976,875,20250514,5.43,5.36,down
977,875,20250521,5.45,5.35,down
978,875,20250522,5.35,5.25,down
979,876,20250507,9.78,9.76,down
980,876,20250510,9.67,9.66,down
981,876,20250514,9.75,9.6,down
982,877,20250506,4.89,4.96,up
983,877,20250507,4.96,4.99,up
984,877,20250513,4.94,4.94,up
985,877,20250516,4.8,4.82,up
986,877,20250527,4.6,4.58,down
987,878,20250510,11.93,12.1,up
988,878,20250513,12.1,11.93,down
989,878,20250516,12.1,11.93,down
990,878,20250519,12.1,11.93,down
991,878,20250522,12.1,11.93,down
992,878,20250524,12.1,11.93,down
993,878,20250529,11.89,11.53,down
994,880,20250510,36.96,37.22,up
995,880,20250514,36.72,34.16,down
996,881,20250520,7.38,7.29,down
997,882,20250521,2.21,2.18,down
998,883,20250506,4.68,4.67,down
999,883,20250513,4.67,4.67,up
1000,883,20250515,4.66,4.65,down
1001,883,20250517,4.65,4.67,up
1002,885,20250510,13.97,13.86,down
1003,885,20250516,13.78,13.89,up
1004,885,20250521,13.77,13.6,down
1005,886,20250507,6.3,6.34,up
1006,886,20250530,6.08,5.98,down
1007,887,20250509,19.43,19.66,up
1008,887,20250515,18.82,19.26,up
1009,888,20250514,13.39,13.13,down
1010,888,20250515,13.13,13.24,up
1011,888,20250520,13.55,13.43,down
1012,888,20250523,13.21,13.48,up
1013,889,20250507,2.71,2.74,up
1014,889,20250516,2.91,2.9,down
1015,889,20250528,2.76,2.7,down
1016,889,20250530,2.7,2.97,up
1017,890,20250507,3.49,3.57,up
1018,890,20250508,3.57,3.55,down
1019,890,20250521,3.69,3.69,up
1020,892,20250522,3.65,3.52,down
1021,893,20250516,28.31,27.98,down
1022,893,20250527,29.22,28.68,down
1023,897,20250530,2.28,2.29,up
1024,898,20250507,2.39,2.38,down
1025,898,20250513,2.39,2.41,up
1026,898,20250530,2.35,2.33,down
1027,899,20250508,9.5,9.54,up
1028,899,20250516,9.3,9.39,up
1029,900,20250521,4.17,4.14,down
1030,901,20250506,10.62,10.96,up
1031,901,20250508,11.25,11.18,down
1032,901,20250514,11.34,11.11,down
1033,901,20250530,11.82,11.7,down
1034,902,20250510,13.36,13.5,up
1035,902,20250513,13.7,13.76,up
1036,902,20250519,13.6,13.56,down
1037,903,20250513,3.56,3.59,up
1038,903,20250521,4.18,4.02,down
1039,903,20250528,5.05,5.56,up
1040,903,20250530,5.42,4.88,down
1041,905,20250510,7.49,7.66,up
1042,905,20250520,8.63,8.8,up
1043,906,20250507,6.44,6.41,down
1044,906,20250513,6.48,6.6,up
1045,906,20250516,6.53,6.52,down
1046,906,20250517,6.53,6.52,down
1047,906,20250528,6.48,6.54,up
1048,908,20250506,5.01,4.79,down
1049,908,20250510,5.02,4.99,down
1050,908,20250515,4.67,4.75,up
1051,908,20250520,5.03,4.92,down
1052,908,20250524,5.12,5.11,down
1053,908,20250529,5.0,5.25,up
1054,908,20250530,5.25,5.19,down
1055,909,20250510,5.81,5.83,up
1056,910,20250508,7.62,7.69,up
1057,911,20250506,7.27,7.56,up
1058,911,20250516,7.4,7.57,up
1059,912,20250506,4.86,4.96,up
1060,912,20250516,4.92,5.01,up
1061,912,20250527,4.69,4.64,down
1062,912,20250528,4.64,4.61,down
1063,913,20250521,15.86,15.65,down
1064,915,20250514,30.47,30.64,up
1065,915,20250530,30.94,31.49,up
1066,917,20250515,7.28,7.19,down
1067,917,20250517,7.19,7.37,up
1068,919,20250508,6.61,6.59,down
1069,919,20250516,6.65,6.7,up
1070,919,20250522,6.67,6.63,down
1071,919,20250527,6.7,6.68,down
1072,919,20250529,6.74,6.75,up
1073,921,20250508,27.75,29.0,up
1074,921,20250520,29.52,29.68,up
1075,921,20250527,28.0,28.04,up
1076,922,20250508,10.81,10.74,down
1077,922,20250513,10.7,10.74,up
1078,922,20250514,10.74,10.62,down
1079,923,20250507,13.1,13.15,up
1080,923,20250516,13.23,13.23,up
1081,925,20250506,7.74,7.69,down
1082,925,20250507,7.69,7.76,up
1083,925,20250508,7.76,7.62,down
1084,925,20250509,7.62,7.69,up
1085,925,20250515,7.41,7.63,up
1086,926,20250510,2.22,2.23,up
1087,927,20250510,2.57,2.59,up
1088,927,20250515,2.62,2.6,down
1089,927,20250527,2.57,2.57,up
1090,928,20250516,6.55,6.56,up
1091,928,20250522,6.43,6.37,down
1092,929,20250507,6.67,7.0,up
1093,929,20250508,7.0,6.9,down
1094,929,20250514,7.26,7.59,up
1095,929,20250520,7.85,7.72,down
1096,930,20250514,5.53,5.5,down
1097,930,20250521,5.55,5.46,down
1098,930,20250522,5.46,5.43,down
1099,931,20250508,4.99,4.96,down
1100,931,20250517,5.06,5.12,up
1101,932,20250507,4.97,4.89,down
1102,932,20250520,5.04,5.09,up
1103,932,20250521,5.09,4.95,down
1104,933,20250507,17.1,16.86,down
1105,933,20250509,16.75,17.2,up
1106,933,20250519,16.7,17.11,up
1107,935,20250514,16.41,16.06,down
1108,935,20250522,17.15,16.51,down
1109,935,20250530,16.88,17.76,up
1110,936,20250510,6.92,7.0,up
1111,936,20250513,6.94,7.03,up
1112,936,20250521,7.05,6.94,down
1113,937,20250507,6.47,6.59,up
1114,937,20250510,6.61,6.69,up
1115,937,20250515,6.79,6.67,down
1116,937,20250516,6.67,6.75,up
1117,938,20250521,24.35,24.11,down
1118,938,20250530,24.03,23.87,down
1119,948,20250514,19.1,18.57,down
1120,948,20250520,19.04,19.16,up
1121,948,20250530,19.09,19.15,up
1122,950,20250510,4.9,4.91,up
1123,950,20250515,4.91,4.91,up
1124,951,20250514,17.57,17.16,down
1125,951,20250516,17.28,17.16,down
1126,952,20250524,5.94,5.93,down
1127,953,20250513,6.32,6.31,down
1128,953,20250523,7.56,7.41,down
1129,955,20250507,4.36,4.45,up
1130,957,20250508,11.62,11.27,down
1131,957,20250513,11.56,11.38,down
1132,957,20250527,11.25,11.29,up
1133,958,20250516,7.21,7.69,up
1134,958,20250517,7.21,7.69,up
1135,958,20250527,7.29,7.13,down
1136,960,20250513,14.24,14.49,up
1137,960,20250526,14.07,13.88,down
1138,960,20250529,13.9,13.71,down
1139,962,20250510,15.48,16.49,up
1140,962,20250520,17.0,17.85,up
1141,962,20250522,17.51,18.23,up
1142,962,20250530,16.63,16.91,up
1143,963,20250507,39.0,39.03,up
1144,963,20250509,38.77,37.66,down
1145,963,20250513,39.01,39.24,up
1146,963,20250516,40.6,40.4,down
1147,963,20250528,42.53,43.36,up
1148,965,20250516,4.03,4.12,up
1149,965,20250529,3.95,3.88,down
1150,966,20250510,5.07,5.13,up
1151,966,20250513,5.04,5.0,down
1152,966,20250520,5.17,5.41,up
1153,966,20250529,4.97,5.08,up
1154,966,20250530,5.08,4.78,down
1155,967,20250507,6.21,6.81,up
1156,967,20250509,6.6,6.68,up
1157,967,20250522,6.83,6.9,up
1158,967,20250530,7.31,7.14,down
1159,968,20250508,6.41,6.56,up
1160,968,20250516,6.59,6.6,up
1161,968,20250522,6.5,6.42,down
1162,969,20250509,11.96,12.09,up
1163,969,20250527,12.99,13.14,up
1164,970,20250507,11.04,11.38,up
1165,970,20250521,11.18,11.1,down
1166,972,20250509,3.27,3.32,up
1167,972,20250514,3.3,3.35,up
1168,972,20250521,3.52,3.43,down
1169,972,20250527,3.52,3.49,down
1170,972,20250528,3.49,3.52,up
1171,972,20250530,3.56,3.53,down
1172,973,20250510,6.26,6.31,up
1173,973,20250515,6.19,6.17,down
1174,973,20250517,6.17,6.41,up
1175,973,20250521,6.68,6.48,down
1176,975,20250507,20.67,20.18,down
1177,975,20250510,20.11,19.57,down
1178,975,20250513,20.01,19.58,down
1179,975,20250516,19.63,19.7,up
1180,975,20250520,19.6,20.6,up
1181,975,20250529,19.84,19.69,down
1182,977,20250513,51.35,51.85,up
1183,977,20250522,49.5,48.67,down
1184,978,20250507,6.01,6.07,up
1185,978,20250510,6.01,6.02,up
1186,978,20250513,6.03,6.01,down
1187,978,20250514,6.01,5.99,down
1188,978,20250517,5.98,6.03,up
1189,978,20250522,5.93,5.89,down
1190,980,20250517,2.22,2.24,up
1191,980,20250520,2.28,2.24,down
1192,981,20250509,1.97,1.99,up
1193,981,20250517,2.15,2.13,down
1194,983,20250516,6.37,6.35,down
1195,983,20250528,6.09,6.12,up
1196,985,20250512,17.3,17.21,down
1197,985,20250522,17.69,17.39,down
1198,985,20250528,17.26,17.5,up
1199,987,20250506,6.47,6.5,up
1200,987,20250507,6.5,6.46,down
1201,987,20250509,6.44,6.58,up
1202,987,20250530,6.43,6.5,up
1203,988,20250506,41.76,42.18,up
1204,988,20250510,42.9,43.24,up
1205,988,20250515,42.69,42.91,up
1206,988,20250517,42.91,41.93,down
1207,989,20250501,9.27,8.64,down
1208,989,20250527,8.44,8.45,up
1209,990,20250509,7.67,7.68,up
1210,990,20250531,7.72,7.62,down
1211,993,20250510,10.93,10.63,down
1212,993,20250528,9.84,10.08,up
1213,995,20250523,13.03,13.16,up
1214,997,20250507,27.93,29.91,up
1215,997,20250513,30.57,30.35,down
1216,997,20250515,29.88,29.89,up
1217,997,20250521,29.78,30.4,up
1218,997,20250522,30.4,29.3,down
1219,998,20250506,10.27,10.46,up
1220,998,20250508,10.39,10.31,down
1221,998,20250512,10.25,10.28,up
1222,998,20250513,10.28,10.26,down
1223,998,20250517,10.2,10.21,up
1224,998,20250529,10.12,10.2,up
1225,999,20250515,41.85,41.78,down
1226,999,20250522,41.62,41.99,up
1227,999,20250529,42.8,42.95,up
1228,1201,20250506,14.57,14.55,down
1229,1201,20250508,14.72,14.62,down
1230,1201,20250521,14.79,14.54,down
1231,1202,20250510,16.23,16.32,up
1232,1202,20250514,16.88,16.6,down
1233,1202,20250522,16.14,15.88,down
1234,1202,20250527,16.04,16.02,down
1235,1202,20250530,16.05,16.46,up
1236,1203,20250507,8.4,8.47,up
1237,1203,20250508,8.47,8.49,up
1238,1203,20250509,8.49,8.54,up
1239,1203,20250510,8.49,8.54,up
1240,1203,20250516,8.58,8.6,up
1241,1203,20250520,8.55,8.55,up
1242,1203,20250530,8.89,8.84,down
1243,1205,20250507,16.67,16.81,up
1244,1205,20250521,16.76,16.35,down
1245,1205,20250527,16.14,16.11,down
1246,1205,20250529,16.26,16.28,up
1247,1206,20250507,18.56,18.63,up
1248,1206,20250514,19.01,19.35,up
1249,1206,20250522,22.41,22.24,down
1250,1206,20250523,22.24,22.1,down
1251,1207,20250516,20.94,20.76,down
1252,1207,20250529,24.62,24.0,down
1253,1209,20250513,17.65,17.6,down
1254,1209,20250516,18.02,17.78,down
1255,1210,20250507,15.31,15.8,up
1256,1210,20250524,15.3,15.42,up
1257,1210,20250528,15.36,15.62,up
1258,1210,20250530,15.46,15.67,up
1259,1211,20250522,22.16,22.04,down
1260,1211,20250529,22.25,22.15,down
1261,1212,20250506,57.05,59.46,up
1262,1212,20250508,58.36,56.86,down
1263,1212,20250515,67.25,71.99,up
1264,1212,20250516,71.99,71.81,down
1265,1212,20250520,67.92,67.86,down
1266,1212,20250523,66.72,67.4,up
1267,1212,20250528,72.05,52.3,down
1268,1213,20250523,4.04,4.06,up
1269,1215,20250521,29.41,28.26,down
1270,1216,20250506,12.85,12.9,up
1271,1216,20250508,13.17,13.62,up
1272,1216,20250530,12.91,12.94,up
1273,1217,20250510,10.88,11.0,up
1274,1217,20250514,11.35,11.15,down
1275,1218,20250528,17.68,17.83,up
1276,1218,20250530,17.57,17.86,up
1277,1219,20250509,13.75,13.59,down
1278,1219,20250517,13.67,14.05,up
1279,1222,20250508,15.14,15.39,up
1280,1222,20250515,16.47,17.13,up
1281,1222,20250521,20.69,18.62,down
1282,1222,20250527,19.39,18.44,down
1283,1222,20250529,17.99,17.81,down
1284,1223,20250507,50.72,51.64,up
1285,1223,20250508,51.64,51.14,down
1286,1223,20250513,51.92,51.7,down
1287,1223,20250516,52.78,52.1,down
1288,1223,20250520,52.45,51.21,down
1289,1225,20250506,34.12,34.36,up
1290,1225,20250513,34.74,34.2,down
1291,1225,20250516,34.04,34.44,up
1292,1226,20250506,26.71,26.93,up
1293,1226,20250516,27.17,27.32,up
1294,1226,20250520,27.59,27.28,down
1295,1226,20250521,27.28,27.07,down
1296,1227,20250506,2.29,2.31,up
1297,1227,20250520,2.37,2.4,up
1298,1228,20250527,23.35,22.97,down
1299,1229,20250520,32.17,31.55,down
1300,1230,20250508,18.64,18.69,up
1301,1230,20250516,18.61,18.75,up
1302,1230,20250529,25.55,24.95,down
1303,1231,20250513,18.83,18.62,down
1304,1231,20250514,18.62,18.85,up
1305,1231,20250526,18.88,19.35,up
1306,1234,20250520,20.89,20.79,down
1307,1234,20250523,19.86,19.83,down
1308,1236,20250508,9.13,8.93,down
1309,1236,20250515,9.64,9.6,down
1310,1236,20250528,9.11,9.37,up
1311,1236,20250529,9.37,9.29,down
1312,1238,20250528,35.07,35.22,up
1313,1239,20250507,14.81,15.18,up
1314,1239,20250513,15.25,15.11,down
1315,1239,20250516,15.17,15.34,up
1316,1255,20250508,28.37,28.09,down
1317,1255,20250516,30.95,32.0,up
1318,1255,20250520,30.31,29.66,down
1319,1255,20250523,28.9,29.99,up
1320,1255,20250530,30.13,29.48,down
1321,1256,20250508,23.87,23.39,down
1322,1256,20250512,23.13,23.05,down
1323,1256,20250515,22.68,22.92,up
1324,1256,20250516,22.92,22.48,down
1325,1256,20250521,22.73,21.95,down
1326,1256,20250523,21.78,21.8,up
1327,1258,20250507,6.89,7.05,up
1328,1258,20250516,6.95,7.03,up
1329,1258,20250520,7.18,7.11,down
1330,1258,20250521,7.11,6.93,down
1331,1259,20250513,23.5,22.94,down
1332,1259,20250516,23.49,23.64,up
1333,1259,20250520,24.57,23.89,down
1334,1260,20250514,17.76,17.77,up
1335,1260,20250515,17.77,18.05,up
1336,1260,20250522,18.01,18.01,up
1337,1260,20250523,18.01,17.97,down
1338,1260,20250528,17.88,18.2,up
1339,1266,20250508,25.09,24.82,down
1340,1266,20250516,24.86,25.0,up
1341,1266,20250522,24.68,24.69,up
1342,1266,20250529,25.86,25.11,down
1343,1266,20250530,25.11,25.08,down
1344,1267,20250510,8.37,8.42,up
1345,1267,20250514,8.28,8.2,down
1346,1267,20250520,8.62,8.72,up
1347,1267,20250523,8.41,8.4,down
1348,1267,20250527,8.28,8.24,down
1349,1267,20250530,8.26,7.95,down
1350,1268,20250515,22.59,22.77,up
1351,1268,20250516,22.77,22.68,down
1352,1268,20250520,23.0,22.71,down
1353,1269,20250513,24.79,24.48,down
1354,1269,20250521,24.03,23.87,down
1355,1269,20250529,23.77,23.28,down
1356,1270,20250507,36.19,37.33,up
1357,1270,20250514,36.35,36.34,down
1358,1278,20250514,16.5,16.33,down
1359,1279,20250510,40.46,40.77,up
1360,1279,20250520,40.54,39.97,down
1361,1282,20250513,28.25,27.82,down
1362,1282,20250514,27.82,27.9,up
1363,1282,20250517,28.25,27.7,down
1364,1282,20250522,27.14,27.24,up
1365,1283,20250510,56.18,56.36,up
1366,1283,20250521,54.59,53.0,down
1367,1286,20250506,8.95,8.98,up
1368,1286,20250509,9.14,9.11,down
1369,1286,20250510,9.14,9.11,down
1370,1286,20250513,9.13,9.1,down
1371,1287,20250507,19.49,19.6,up
1372,1287,20250515,18.96,18.89,down
1373,1287,20250516,18.89,19.02,up
1374,1287,20250521,18.84,18.61,down
1375,1287,20250529,18.43,17.94,down
1376,1288,20250508,30.37,30.4,up
